from,to,distance_m,dem_max_m,cruise_alt_m,climb_m,descent_m,time_A,time_B,time_C
S013,S005,5214.414421036384,324.4444580078125,374.4444580078125,22.74445800781251,179.4444580078125,513.8938042920945,426.98689727482144,446.44764027612354
S013,S006,7774.933209866233,344.1709289550781,394.1709289550781,42.470928955078136,79.37092895507811,693.8164487225768,564.2342285581395,575.0027167173192
S013,S007,8041.887741128279,382.5381164550781,432.5381164550781,80.83811645507814,84.03811645507812,730.7185971610805,596.6871348089426,610.4801542181223
S013,S008,8061.25773176353,336.37310791015625,386.37310791015625,34.67310791015626,115.47310791015627,729.5184234477421,595.1641279183499,609.0229792367093
S013,S009,3218.6733865088527,322.2989807128906,372.2989807128906,20.598980712890636,142.29898071289062,332.0087013985242,278.36414495670994,293.9673084088584
S013,S010,1383.3537128130683,454.07037353515625,504.07037353515625,152.37037353515626,152.47037353515623,227.05774999353693,204.0018547799858,229.40691703584517
S013,S011,5224.684409008065,328.3608093261719,378.3608093261719,26.660809326171886,166.26080932617188,510.78162758986474,423.703554106397,442.1070223274257
S013,S012,2863.945872700185,386.5263671875,436.5263671875,84.82636718750001,156.7263671875,329.62815866251543,281.8957274508457,303.223455315429
S013,S014,3137.2819369927142,483.26031494140625,533.2603149414062,181.56031494140626,182.26031494140625,394.8643923730908,342.5763600898789,372.9064125801133
S013,S015,8338.196321688523,529.7706298828125,579.7706298828125,228.0706298828125,105.2706298828125,812.9814887214394,674.0115500266307,699.7433216737661
S014,O01,5410.917094369381,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,716.9245088406776,626.7425572678545,689.2304552170733
S014,S001,5198.603343596632,550.0504150390625,600.0504150390625,249.0504150390625,416.0504150390625,682.6539163283652,596.0105272684214,654.2189297749317
S014,S002,7680.8795868986,457.5832214355469,507.5832214355469,156.58322143554688,288.0832214355469,807.5009946276176,679.4863348459743,718.7335384185656
S014,S003,12372.492118588985,542.7295532226562,592.7295532226562,241.72955322265625,254.22955322265625,1213.3093489123635,1007.1011469358803,1048.6394058063229
S014,S004,9318.325083893478,505.3861083984375,555.3861083984375,204.3861083984375,327.0861083984375,975.4902364833106,820.1848184184194,866.5191698181591
S014,S005,8005.233227834843,552.8875122070312,602.8875122070312,251.88751220703125,407.88751220703125,914.2202779380598,780.7997241408124,838.3809761753176
S014,S006,8582.838500722219,556.662109375,606.662109375,255.662109375,291.862109375,917.2020886018515,774.1547802564812,820.3851318189812
S014,S007,9672.52823183821,530.8557739257812,580.8557739257812,229.85577392578125,232.35577392578125,975.6049201987572,814.396116334787,852.9554119890839
S014,S008,10991.64386128331,542.4922485351562,592.4922485351562,241.49224853515625,321.5922485351563,1125.104637366057,941.9105730113351,990.169281100528
S014,S009,6332.946435819764,502.7727966308594,552.7727966308594,201.77279663085938,322.7727966308594,724.1122538476104,618.5631465839479,664.2919460224243
S014,S010,1758.3707880097782,487.5635681152344,537.5635681152344,186.56356811523438,185.96356811523435,283.10418228532006,253.79800248515707,284.8319305043628
S014,S011,7123.1233182038295,568.5668334960938,618.5668334960938,267.56683349609375,406.4668334960937,845.3692877474546,726.6505657773907,785.1350380267397
S014,S012,5477.038924845828,481.1858215332031,531.1858215332031,180.18582153320312,251.3858215332031,617.0361795281678,525.7521974474041,562.9031677029379
S014,S013,3137.2819369927142,483.26031494140625,533.2603149414062,182.26031494140625,181.56031494140626,394.8177257064241,342.52969342321217,372.83641258011323
S014,S015,10551.9171188244,578.795166015625,628.795166015625,277.795166015625,154.295166015625,1033.642881646825,857.7775963330851,891.7267906690225
S015,O01,6019.113948538092,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,711.6656163169764,611.3470505080082,662.2435930698572
S015,S001,5494.319355865179,547.315185546875,597.315185546875,122.815185546875,413.315185546875,664.1244157231399,572.5524264587203,622.0716240498662
S015,S002,7156.966114014468,593.7526245117188,643.7526245117188,169.25262451171875,424.25262451171875,822.5324341431327,703.249665576225,756.9584363281781
S015,S003,2614.359861016823,437.89886474609375,487.89886474609375,13.39886474609375,149.39886474609375,282.08915589853734,238.51649154825694,254.3496356726059
S015,S004,5649.054066901832,641.2510375976562,691.2510375976562,216.75103759765625,462.95103759765624,728.1852664801006,634.03436536507,694.7795382980128
S015,S005,3749.6324822589095,568.6133422851562,618.6133422851562,144.11334228515625,423.61334228515625,529.9524911973571,467.45861649304186,519.4275068739013
S015,S006,4702.825209795635,601.2601318359375,651.2601318359375,176.7601318359375,336.4601318359375,585.4061974959905,507.02577733272983,552.4557993053861
S015,S007,2228.382783540731,452.918212890625,502.918212890625,28.418212890625,154.418212890625,256.93858808151924,219.79887502250705,237.13524383761123
S015,S008,3938.561695357619,660.450927734375,710.450927734375,235.950927734375,439.550927734375,582.6841549516766,517.0414600290496,576.7266146514455
S015,S009,6352.739610385317,532.3267822265625,582.3267822265625,107.8267822265625,352.3267822265625,706.2679411649221,600.3889476585002,642.810078029594
S015,S010,9187.953383328571,568.3262329101562,618.3262329101562,143.82623291015625,266.7262329101562,920.2953527448288,767.1627963560193,803.4238351743786
S015,S011,3461.773106321488,538.7306518554688,588.7306518554688,114.23065185546875,376.6306518554687,477.2102368874677,419.51401844877626,464.7924604246877
S015,S012,9302.608803221587,534.7462158203125,584.7462158203125,110.2462158203125,304.9462158203125,933.9446252033614,778.9011451496683,816.7455144530537
S015,S013,8338.196321688523,529.7706298828125,579.7706298828125,105.2706298828125,228.0706298828125,821.1681553881061,682.1982166932974,712.0233216737661
S015,S014,10551.9171188244,578.795166015625,628.795166015625,154.295166015625,277.795166015625,1041.8762149801582,866.0109296664184,904.0767906690226
