K,canonical_units,transport_zero_augmentation,all_inventory_feasible,total_shortage,shortage_resource_types,relay_copy_count,relay_delta_energy_kWh,CV_transport_workload,CV_joint_workload,max_min_transport_workload_ratio,geo_compactness_km,pareto,selected,theoretical_relay_min,total_A_drone,total_B_drone,total_C_drone,total_A_battery,total_B_battery,total_C_battery,total_relay_drone,total_relay_energy,shortage_A_drone,shortage_B_drone,shortage_C_drone,shortage_A_battery,shortage_B_battery,shortage_C_battery,shortage_relay_drone,shortage_relay_energy,group_1_services,group_2_services,group_3_services
3,"1,2,4,5,7|3,6,9|8",False,False,11,6,8,4.812458232293563,0.5166433676041543,0.46873438388857064,4.394014233054729,,0,0,0,5,3,3,6,3,6,5,9,1,1,1,0,0,2,3,3,S001;S002;S004;S005;S008;S011;S013;S015,S003;S006;S007;S010;S014,S009;S012
3,"1,2,4,5,7|3,6|8,9",False,False,12,6,7,3.783554865573143,0.4538468276435585,0.4354638845397067,2.6347751431268436,,0,0,0,5,3,3,6,3,6,6,9,1,1,1,0,0,2,4,3,S001;S002;S004;S005;S008;S011;S013;S015,S003;S006;S007,S009;S010;S012;S014
3,"1,2,4,5,8|3,6,7|9",False,False,11,5,6,3.5375095123811455,0.498981092048818,0.38717110812122113,4.321285893409999,,0,0,0,4,3,4,6,3,6,6,8,0,1,2,0,0,2,4,2,S001;S002;S004;S005;S009;S011;S012;S013,S003;S006;S007;S008;S015,S010;S014
3,"1,2,4,5|3,6,7,8|9",False,False,11,4,9,5.2529247682915425,0.45517184822491424,0.356081511118924,3.863314668369308,,0,0,0,4,2,4,6,2,6,6,9,0,0,2,0,0,2,4,3,S001;S002;S004;S005;S011;S013,S003;S006;S007;S008;S009;S012;S015,S010;S014
3,"1,2,4,5,9|3,6,7|8",False,False,9,5,6,3.387168287246749,0.49442034825439746,0.4756226402452662,4.241390260845135,,0,0,0,5,3,4,6,3,6,5,6,1,1,2,0,0,2,3,0,S001;S002;S004;S005;S010;S011;S013;S014,S003;S006;S007;S008;S015,S009;S012
3,"1,2,4,5|3,6,7,9|8",False,False,11,6,8,4.834498211129356,0.4508640287899434,0.42849317855045277,3.790295174665249,,0,0,0,5,3,4,6,3,6,5,8,1,1,2,0,0,2,3,2,S001;S002;S004;S005;S011;S013,S003;S006;S007;S008;S010;S014;S015,S009;S012
3,"1,2,4,5|3,6,7|8,9",False,False,12,6,7,3.8055948444089354,0.19621704772610196,0.20423417157547172,1.640517956773295,,0,0,0,5,3,4,6,3,6,6,8,1,1,2,0,0,2,4,2,S001;S002;S004;S005;S011;S013,S003;S006;S007;S008;S015,S009;S010;S012;S014
3,"1,2,4,5,8,9|3,6|7",False,False,11,5,4,2.2030429209615505,0.6794678984101338,0.6358136051349461,4.607371583725883,,0,0,0,4,3,4,6,3,7,6,7,0,1,2,0,0,3,4,1,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014,S003;S006;S007,S008;S015
3,"1,2,4,5,8|3,6,9|7",False,False,13,5,6,3.650372844844158,0.47475890814893945,0.4396219768085677,3.7415335746401928,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S005;S009;S011;S012;S013,S003;S006;S007;S010;S014,S008;S015
3,"1,2,4,5,8|3,6|7,9",False,False,13,5,7,4.068799402006345,0.4207288097693664,0.3444438561662311,2.552260521897203,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S005;S009;S011;S012;S013,S003;S006;S007,S008;S010;S014;S015
3,"1,2,4,5,9|3,6,8|7",False,False,11,4,7,3.918458176871948,0.4724252843640732,0.4671774659396924,3.7283354207169146,,0,0,0,4,2,4,6,2,7,6,8,0,0,2,0,0,3,4,2,S001;S002;S004;S005;S010;S011;S013;S014,S003;S006;S007;S009;S012,S008;S015
3,"1,2,4,5|3,6,8,9|7",False,False,12,4,7,3.918458176871948,0.41164596945040116,0.4172050766353412,3.210842690018116,,0,0,0,4,2,4,6,2,7,6,9,0,0,2,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003;S006;S007;S009;S010;S012;S014,S008;S015
3,"1,2,4,5|3,6,8|7,9",False,False,13,4,10,5.784214657916742,0.17261354288478417,0.12477995446462627,1.5341618070230667,,0,0,0,4,2,4,6,2,7,6,10,0,0,2,0,0,3,4,4,S001;S002;S004;S005;S011;S013,S003;S006;S007;S009;S012,S008;S010;S014;S015
3,"1,2,4,5,9|3,6|7,8",False,False,11,5,7,3.918458176871948,0.4172107896274594,0.4010145264392901,2.543257495050506,,0,0,0,4,3,4,6,3,7,6,7,0,1,2,0,0,3,4,1,S001;S002;S004;S005;S010;S011;S013;S014,S003;S006;S007,S008;S009;S012;S015
3,"1,2,4,5|3,6,9|7,8",False,False,13,5,9,5.365788100754555,0.17046383299443707,0.1679263857594464,1.5233860145870763,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003;S006;S007;S010;S014,S008;S009;S012;S015
3,"1,2,4,5|3,6|7,8,9",False,False,13,5,8,4.336884734034134,0.26823181828975456,0.2798388402275823,1.952632254126404,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003;S006;S007,S008;S009;S010;S012;S014;S015
3,"1,2,4,5,7,8,9|3|6",False,False,9,5,4,2.181002942125758,0.9746792069511002,0.8902071843677429,8.129393806158946,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S004;S005;S008;S009;S010;S011;S012;S013;S014;S015,S003,S006;S007
3,"1,2,4,5,7,8|3,9|6",False,False,11,5,6,3.628332866008366,0.7275224848302029,0.6178248427014953,6.108621855345227,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S004;S005;S008;S009;S011;S012;S013;S015,S003;S010;S014,S006;S007
3,"1,2,4,5,7,8|3|6,9",False,False,13,5,7,4.046759423170553,0.7336649101297917,0.5964009886553564,6.8741286532972135,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S005;S008;S009;S011;S012;S013;S015,S003,S006;S007;S010;S014
3,"1,2,4,5,7,9|3,8|6",False,False,10,5,7,3.8964181980361556,0.7240630419042361,0.6583750278259343,6.091618383739089,,0,0,0,4,3,4,6,3,6,5,8,0,1,2,0,0,2,3,2,S001;S002;S004;S005;S008;S010;S011;S013;S014;S015,S003;S009;S012,S006;S007
3,"1,2,4,5,7|3,8,9|6",False,False,11,5,7,3.8964181980361556,0.5348869572944348,0.5198914176088699,4.976140257890153,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S004;S005;S008;S011;S013;S015,S003;S009;S010;S012;S014,S006;S007
3,"1,2,4,5,7|3,8|6,9",False,False,14,5,10,5.76217467908095,0.4514483492330469,0.34580892968480487,2.462069395689853,,0,0,0,4,3,4,6,3,6,6,11,0,1,2,0,0,2,4,5,S001;S002;S004;S005;S008;S011;S013;S015,S003;S009;S012,S006;S007;S010;S014
3,"1,2,4,5,7,9|3|6,8",False,False,11,5,7,3.8964181980361556,0.7303282375010707,0.6541866571060961,6.854994378146264,,0,0,0,5,2,4,6,2,6,6,8,1,0,2,0,0,2,4,2,S001;S002;S004;S005;S008;S010;S011;S013;S014;S015,S003,S006;S007;S009;S012
3,"1,2,4,5,7|3,9|6,8",False,False,13,5,9,5.343748121918763,0.45159984880733217,0.3635763804368967,2.4829582535689734,,0,0,0,5,2,4,6,2,6,6,10,1,0,2,0,0,2,4,4,S001;S002;S004;S005;S008;S011;S013;S015,S003;S010;S014,S006;S007;S009;S012
3,"1,2,4,5,7|3|6,8,9",False,False,13,5,8,4.314844755198342,0.5515354361650262,0.5037339716448223,5.599729225284531,,0,0,0,5,2,4,6,2,6,6,10,1,0,2,0,0,2,4,4,S001;S002;S004;S005;S008;S011;S013;S015,S003,S006;S007;S009;S010;S012;S014
3,"1,2,4,5,8,9|3,7|6",False,False,8,4,4,2.2030429209615505,0.6929565401398871,0.6490982155760789,5.935778015487367,,1,0,0,4,3,4,6,3,6,5,6,0,1,2,0,0,2,3,0,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014,S003;S008;S015,S006;S007
3,"1,2,4,5,8|3,7,9|6",False,False,10,5,6,3.650372844844158,0.5168614984844145,0.48309828062934035,4.820299889638431,,0,0,0,4,3,4,6,3,6,5,8,0,1,2,0,0,2,3,2,S001;S002;S004;S005;S009;S011;S012;S013,S003;S008;S010;S014;S015,S006;S007
3,"1,2,4,5,8|3,7|6,9",False,False,12,5,7,4.068799402006345,0.4150749651890423,0.3258889104813797,2.2785864957615938,,0,0,0,4,3,4,6,3,6,6,9,0,1,2,0,0,2,4,3,S001;S002;S004;S005;S009;S011;S012;S013,S003;S008;S015,S006;S007;S010;S014
3,"1,2,4,5,9|3,7,8|6",False,False,9,5,7,3.918458176871948,0.5150627665298283,0.5044127047438027,4.803296418032293,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S004;S005;S010;S011;S013;S014,S003;S008;S009;S012;S015,S006;S007
3,"1,2,4,5|3,7,8,9|6",False,False,10,5,7,3.918458176871948,0.48455552263870416,0.47478163363831893,4.424921131686236,,0,0,0,4,3,4,6,3,6,5,8,0,1,2,0,0,2,3,2,S001;S002;S004;S005;S011;S013,S003;S008;S009;S010;S012;S014;S015,S006;S007
3,"1,2,4,5|3,7,8|6,9",False,False,13,5,10,5.784214657916742,0.22059418204046113,0.1524683094170828,1.7432552230732448,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S005;S011;S013,S003;S008;S009;S012;S015,S006;S007;S010;S014
3,"1,2,4,5,9|3,7|6,8",False,False,10,5,7,3.918458176871948,0.4110779998104998,0.3924305901353396,2.2524444871011298,,0,0,0,5,2,4,6,2,6,6,7,1,0,2,0,0,2,4,1,S001;S002;S004;S005;S010;S011;S013;S014,S003;S008;S015,S006;S007;S009;S012
3,"1,2,4,5|3,7,9|6,8",False,False,12,5,9,5.365788100754555,0.21729206957873676,0.20943469958100364,1.7293552716161478,,0,0,0,5,2,4,6,2,6,6,9,1,0,2,0,0,2,4,3,S001;S002;S004;S005;S011;S013,S003;S008;S010;S014;S015,S006;S007;S009;S012
3,"1,2,4,5|3,7|6,8,9",False,False,12,5,8,4.336884734034134,0.2088802075200973,0.23312944009555966,1.6940209771214556,,0,0,0,5,2,4,6,2,6,6,9,1,0,2,0,0,2,4,3,S001;S002;S004;S005;S011;S013,S003;S008;S015,S006;S007;S009;S010;S012;S014
3,"1,2,4,5,8,9|3|6,7",False,False,12,5,4,2.2030429209615505,0.700396114763576,0.645039018128431,6.679624750412283,,0,0,0,4,3,5,6,3,7,6,7,0,1,3,0,0,3,4,1,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014,S003,S006;S007;S008;S015
3,"1,2,4,5,8|3,9|6,7",False,False,14,5,6,3.650372844844158,0.41674685764587543,0.34371982193092115,2.40519816069854,,0,0,0,4,3,5,6,3,7,6,9,0,1,3,0,0,3,4,3,S001;S002;S004;S005;S009;S011;S012;S013,S003;S010;S014,S006;S007;S008;S015
3,"1,2,4,5,8|3|6,7,9",False,False,14,5,7,4.068799402006345,0.5352447982849212,0.46991033537413013,5.42435959755055,,0,0,0,4,3,5,6,3,7,6,9,0,1,3,0,0,3,4,3,S001;S002;S004;S005;S009;S011;S012;S013,S003,S006;S007;S008;S010;S014;S015
3,"1,2,4,5,9|3,8|6,7",False,False,13,5,7,3.918458176871948,0.4126003237294731,0.3936792546407013,2.3765505987321505,,0,0,0,4,3,5,6,3,7,6,8,0,1,3,0,0,3,4,2,S001;S002;S004;S005;S010;S011;S013;S014,S003;S009;S012,S006;S007;S008;S015
3,"1,2,4,5|3,8,9|6,7",False,False,14,5,7,3.918458176871948,0.18949831631141523,0.2427444890699697,1.6115819134936704,,0,0,0,4,3,5,6,3,7,6,9,0,1,3,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003;S009;S010;S012;S014,S006;S007;S008;S015
3,"1,2,4,5|3,8|6,7,9",False,False,15,5,10,5.784214657916742,0.23967683062306558,0.203128363471312,1.8246399987727784,,0,0,0,4,3,5,6,3,7,6,10,0,1,3,0,0,3,4,4,S001;S002;S004;S005;S011;S013,S003;S009;S012,S006;S007;S008;S010;S014;S015
3,"1,2,4,5,9|3|6,7,8",False,False,11,4,7,3.918458176871948,0.5336362528524786,0.49438147179828185,5.405225322399601,,0,0,0,4,2,5,6,2,7,6,7,0,0,3,0,0,3,4,1,S001;S002;S004;S005;S010;S011;S013;S014,S003,S006;S007;S008;S009;S012;S015
3,"1,2,4,5|3,9|6,7,8",False,False,13,4,9,5.365788100754555,0.2432376525559553,0.16861172282929798,1.8401207344830097,,0,0,0,4,2,5,6,2,7,6,9,0,0,3,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003;S010;S014,S006;S007;S008;S009;S012;S015
3,"1,2,4,5|3|6,7,8,9",False,False,13,4,8,4.336884734034134,0.5130762963098023,0.46726019953396664,5.104749430605304,,0,0,0,4,2,5,6,2,7,6,9,0,0,3,0,0,3,4,3,S001;S002;S004;S005;S011;S013,S003,S006;S007;S008;S009;S010;S012;S014;S015
3,"1,2,4,6,7,8|3,5|9",False,False,9,4,6,3.083558259859969,0.7402115239274852,0.5938498286889815,5.55130504342451,,0,0,0,4,2,3,6,2,5,6,9,0,0,1,0,0,1,4,3,S001;S002;S004;S006;S007;S008;S009;S012;S013;S015,S003;S005;S011,S010;S014
3,"1,2,4,6,7|3,5,8|9",False,False,11,5,7,4.2628028517147865,0.5306370077955486,0.4085137190458854,4.536061829584527,,0,0,0,4,3,3,6,3,5,6,10,0,1,1,0,0,1,4,4,S001;S002;S004;S006;S007;S008;S013;S015,S003;S005;S009;S011;S012,S010;S014
3,"1,2,4,6,7,9|3,5|8",False,False,8,6,5,2.6651317026977828,0.7360005532528597,0.6648884827630863,5.452941476599807,,0,0,0,5,3,3,6,3,5,5,7,1,1,1,0,0,1,3,1,S001;S002;S004;S006;S007;S008;S010;S013;S014;S015,S003;S005;S011,S009;S012
3,"1,2,4,6,7|3,5,9|8",False,False,10,6,7,4.11246162658039,0.528543500002347,0.456829376825049,4.467955823538731,,0,0,0,5,3,3,6,3,5,5,9,1,1,1,0,0,1,3,3,S001;S002;S004;S006;S007;S008;S013;S015,S003;S005;S010;S011;S014,S009;S012
3,"1,2,4,6,7|3,5|8,9",False,False,11,6,6,3.083558259859969,0.4745142001011363,0.42534615092484385,2.8034086518264334,,0,0,0,5,3,3,6,3,5,6,9,1,1,1,0,0,1,4,3,S001;S002;S004;S006;S007;S008;S013;S015,S003;S005;S011,S009;S010;S012;S014
3,"1,2,4,6,8|3,5,7|9",False,False,12,4,7,3.6368881283209604,0.5093440593989945,0.40427678060380756,4.396354591369417,,0,0,0,4,2,4,6,2,6,6,10,0,0,2,0,0,2,4,4,S001;S002;S004;S006;S007;S009;S012;S013,S003;S005;S008;S011;S015,S010;S014
3,"1,2,4,6|3,5,7,8|9",False,False,13,5,8,4.816132720175778,0.4515828379003539,0.3470100352415291,3.7882459704098896,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S006;S007;S013,S003;S005;S008;S009;S011;S012;S015,S010;S014
3,"1,2,4,6,9|3,5,7|8",False,False,11,6,6,3.218461571158774,0.5047750450887639,0.4814108665550772,4.3153318513291365,,0,0,0,5,3,4,6,3,6,5,8,1,1,2,0,0,2,3,2,S001;S002;S004;S006;S007;S010;S013;S014,S003;S005;S008;S011;S015,S009;S012
3,"1,2,4,6|3,5,7,9|8",False,False,12,6,8,4.665791495041381,0.4473554467901373,0.4250439808376098,3.7163535841812467,,0,0,0,5,3,4,6,3,6,5,9,1,1,2,0,0,2,3,3,S001;S002;S004;S006;S007;S013,S003;S005;S008;S010;S011;S014;S015,S009;S012
3,"1,2,4,6|3,5,7|8,9",False,False,14,6,7,3.6368881283209604,0.20517937070909825,0.20953958066523523,1.6777683975359148,,0,0,0,5,3,4,6,3,6,6,10,1,1,2,0,0,2,4,4,S001;S002;S004;S006;S007;S013,S003;S005;S008;S011;S015,S009;S010;S012;S014
3,"1,2,4,6,8,9|3,5|7",False,False,10,4,5,2.302421536901366,0.6976169837507269,0.6581823633033755,4.67236891571172,,0,0,0,4,2,4,6,2,6,6,8,0,0,2,0,0,2,4,2,S001;S002;S004;S006;S007;S009;S010;S012;S013;S014,S003;S005;S011,S008;S015
3,"1,2,4,6,8|3,5,9|7",False,False,12,4,7,3.749751460783973,0.48671450548970835,0.4515277422012868,3.8065309066260298,,0,0,0,4,2,4,6,2,6,6,10,0,0,2,0,0,2,4,4,S001;S002;S004;S006;S007;S009;S012;S013,S003;S005;S010;S011;S014,S008;S015
3,"1,2,4,6,8|3,5|7,9",False,False,12,4,8,4.168178017946159,0.4418785369164198,0.3703025195610819,2.717065807515845,,0,0,0,4,2,4,6,2,6,6,10,0,0,2,0,0,2,4,4,S001;S002;S004;S006;S007;S009;S012;S013,S003;S005;S011,S008;S010;S014;S015
3,"1,2,4,6,9|3,5,8|7",False,False,12,5,6,3.481666128756183,0.48422607096364695,0.47795647289916077,3.793332752702752,,0,0,0,4,3,4,6,3,6,6,9,0,1,2,0,0,2,4,3,S001;S002;S004;S006;S007;S010;S013;S014,S003;S005;S009;S011;S012,S008;S015
3,"1,2,4,6|3,5,8,9|7",False,False,13,5,6,3.481666128756183,0.4089545214310711,0.4104355649534245,3.1458453580322785,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S006;S007;S013,S003;S005;S009;S010;S011;S012;S014,S008;S015
3,"1,2,4,6|3,5,8|7,9",False,False,14,5,9,5.347422609800978,0.185299089721247,0.13856341651567933,1.568997270589214,,0,0,0,4,3,4,6,3,6,6,11,0,1,2,0,0,2,4,5,S001;S002;S004;S006;S007;S013,S003;S005;S009;S011;S012,S008;S010;S014;S015
3,"1,2,4,6,9|3,5|7,8",False,False,11,5,7,3.749751460783973,0.4384129078306942,0.4138875770781252,2.7076450899052653,,0,0,0,4,3,4,6,3,6,6,8,0,1,2,0,0,2,4,2,S001;S002;S004;S006;S007;S010;S013;S014,S003;S005;S011,S008;S009;S012;S015
3,"1,2,4,6|3,5,9|7,8",False,False,13,5,9,5.19708138466658,0.18357862367359737,0.16978205182784484,1.5579767974923688,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S006;S007;S013,S003;S005;S010;S011;S014,S008;S009;S012;S015
3,"1,2,4,6|3,5|7,8,9",False,False,13,5,8,4.168178017946159,0.28868741240984985,0.29442850701324425,2.089618097075847,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S006;S007;S013,S003;S005;S011,S008;S009;S010;S012;S014;S015
3,"1,2,4,7,8|3,5,6|9",False,False,10,4,7,3.783554865573143,0.5506001917387802,0.4506112708102462,4.654828477163788,,0,0,0,4,2,3,6,2,6,6,9,0,0,1,0,0,2,4,3,S001;S002;S004;S008;S009;S012;S013;S015,S003;S005;S006;S007;S011,S010;S014
3,"1,2,4,7|3,5,6,8|9",False,False,12,5,8,4.962799457427961,0.44774159352423404,0.3524318796553545,3.6395852633238057,,0,0,0,4,3,3,6,3,6,6,10,0,1,1,0,0,2,4,4,S001;S002;S004;S008;S013;S015,S003;S005;S006;S007;S009;S011;S012,S010;S014
3,"1,2,4,7,9|3,5,6|8",False,False,9,6,6,3.3651283084109567,0.5460520396738712,0.5254302749227033,4.569924920527539,,0,0,0,5,3,3,6,3,6,5,7,1,1,1,0,0,2,3,1,S001;S002;S004;S008;S010;S013;S014;S015,S003;S005;S006;S007;S011,S009;S012
3,"1,2,4,7|3,5,6,9|8",False,False,11,6,8,4.812458232293563,0.4438767703635664,0.42331924639316815,3.584939267466464,,0,0,0,5,3,3,6,3,6,5,9,1,1,1,0,0,2,3,3,S001;S002;S004;S008;S013;S015,S003;S005;S006;S007;S010;S011;S014,S009;S012
3,"1,2,4,7|3,5,6|8,9",False,False,12,6,7,3.783554865573143,0.24947126459011393,0.2635856237803832,1.8060277977012464,,0,0,0,5,3,3,6,3,6,6,9,1,1,1,0,0,2,4,3,S001;S002;S004;S008;S013;S015,S003;S005;S006;S007;S011,S009;S010;S012;S014
3,"1,2,4,8|3,5,6,7|9",False,False,12,4,7,3.8055948444089354,0.44816069444948275,0.3329081746018639,3.669479322830629,,0,0,0,4,2,4,6,2,7,6,9,0,0,2,0,0,3,4,3,S001;S002;S004;S009;S012;S013,S003;S005;S006;S007;S008;S011;S015,S010;S014
3,"1,2,4|3,5,6,7,8|9",False,False,13,5,8,4.984839436263753,0.5558715015470834,0.41150292656916604,4.684722536670612,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S013,S003;S005;S006;S007;S008;S009;S011;S012;S015,S010;S014
3,"1,2,4,9|3,5,6,7|8",False,False,11,6,6,3.387168287246749,0.4443456177397363,0.4085452245436714,3.614384487192439,,0,0,0,5,3,4,6,3,7,5,7,1,1,2,0,0,3,3,1,S001;S002;S004;S010;S013;S014,S003;S005;S006;S007;S008;S011;S015,S009;S012
3,"1,2,4|3,5,6,7,9|8",False,False,12,6,8,4.834498211129356,0.5513296816453176,0.4950300352605125,4.599370140253514,,0,0,0,5,3,4,6,3,7,5,8,1,1,2,0,0,3,3,2,S001;S002;S004;S013,S003;S005;S006;S007;S008;S010;S011;S014;S015,S009;S012
3,"1,2,4|3,5,6,7|8,9",False,False,14,6,7,3.8055948444089354,0.25561675637527287,0.17903092373575002,1.8208617687581994,,0,0,0,5,3,4,6,3,7,6,9,1,1,2,0,0,3,4,3,S001;S002;S004;S013,S003;S005;S006;S007;S008;S011;S015,S009;S010;S012;S014
3,"1,2,4,8,9|3,5,6|7",False,False,10,4,5,2.471128252989341,0.5043861021067448,0.49900586025790333,3.8961654303885607,,0,0,0,4,2,4,6,2,7,6,7,0,0,2,0,0,3,4,1,S001;S002;S004;S009;S010;S012;S013;S014,S003;S005;S006;S007;S011,S008;S015
3,"1,2,4,8|3,5,6,9|7",False,False,12,4,7,3.918458176871948,0.40720907905552045,0.41732081264244547,3.04301268034647,,0,0,0,4,2,4,6,2,7,6,9,0,0,2,0,0,3,4,3,S001;S002;S004;S009;S012;S013,S003;S005;S006;S007;S010;S011;S014,S008;S015
3,"1,2,4,8|3,5,6|7,9",False,False,12,4,8,4.336884734034134,0.20877905901564842,0.16943709719268268,1.6241106712087026,,0,0,0,4,2,4,6,2,7,6,9,0,0,2,0,0,3,4,3,S001;S002;S004;S009;S012;S013,S003;S005;S006;S007;S011,S008;S010;S014;S015
3,"1,2,4,9|3,5,6,8|7",False,False,12,5,6,3.650372844844158,0.40725937843534116,0.4137062737506558,3.056210834269748,,0,0,0,4,3,4,6,3,7,6,8,0,1,2,0,0,3,4,2,S001;S002;S004;S010;S013;S014,S003;S005;S006;S007;S009;S011;S012,S008;S015
3,"1,2,4|3,5,6,8,9|7",False,False,13,5,6,3.650372844844158,0.5097268428793464,0.46310720605815675,3.9220488433554386,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S013,S003;S005;S006;S007;S009;S010;S011;S012;S014,S008;S015
3,"1,2,4|3,5,6,8|7,9",False,False,14,5,9,5.5161293258889526,0.2152143961013351,0.11735331751845225,1.637982943528614,,0,0,0,4,3,4,6,3,7,6,10,0,1,2,0,0,3,4,4,S001;S002;S004;S013,S003;S005;S006;S007;S009;S011;S012,S008;S010;S014;S015
3,"1,2,4,9|3,5,6|7,8",False,False,11,5,7,3.918458176871948,0.20436848216977235,0.22249918573370173,1.6056791916916353,,0,0,0,4,3,4,6,3,7,6,7,0,1,2,0,0,3,4,1,S001;S002;S004;S010;S013;S014,S003;S005;S006;S007;S011,S008;S009;S012;S015
3,"1,2,4|3,5,6,9|7,8",False,False,13,5,9,5.365788100754555,0.21084129114545846,0.19560589164136577,1.619454026618404,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S013,S003;S005;S006;S007;S010;S011;S014,S008;S009;S012;S015
3,"1,2,4|3,5,6|7,8,9",False,False,13,5,8,4.336884734034134,0.11617741153424124,0.1278463749204667,1.2759193630859182,,0,0,0,4,3,4,6,3,7,6,9,0,1,2,0,0,3,4,3,S001;S002;S004;S013,S003;S005;S006;S007;S011,S008;S009;S010;S012;S014;S015
3,"1,2,4,7,8,9|3,5|6",False,False,9,5,5,2.4490882741535485,0.7689187404987554,0.7259043958765755,6.307837471703856,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S004;S008;S009;S010;S012;S013;S014;S015,S003;S005;S011,S006;S007
3,"1,2,4,7,8|3,5,9|6",False,False,11,5,7,3.8964181980361556,0.5641098626427301,0.5191852325515292,5.1923593458549195,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S004;S008;S009;S012;S013;S015,S003;S005;S010;S011;S014,S006;S007
3,"1,2,4,7,8|3,5|6,9",False,False,13,5,8,4.314844755198342,0.503336788311844,0.4180633931037764,2.876809645878275,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S004;S008;S009;S012;S013;S015,S003;S005;S011,S006;S007;S010;S014
3,"1,2,4,7,9|3,5,8|6",False,False,11,5,6,3.628332866008366,0.5616489995250553,0.5472771864534604,5.1753558742487815,,0,0,0,4,4,4,6,4,6,5,8,0,2,2,0,0,2,3,2,S001;S002;S004;S008;S010;S013;S014;S015,S003;S005;S009;S011;S012,S006;S007
3,"1,2,4,7|3,5,8,9|6",False,False,12,5,6,3.628332866008366,0.4743214788194805,0.4697236868469817,4.059877748399845,,0,0,0,4,4,4,6,4,6,5,9,0,2,2,0,0,2,3,3,S001;S002;S004;S008;S013;S015,S003;S005;S009;S010;S011;S012;S014,S006;S007
3,"1,2,4,7|3,5,8|6,9",False,False,15,5,9,5.49408934705316,0.26236457673642455,0.20202739433953246,1.9191301005632597,,0,0,0,4,4,4,6,4,6,6,11,0,2,2,0,0,2,4,5,S001;S002;S004;S008;S013;S015,S003;S005;S009;S011;S012,S006;S007;S010;S014
3,"1,2,4,7,9|3,5|6,8",False,False,12,6,7,3.8964181980361556,0.49958855672747704,0.46862575027805875,2.8673889282676948,,0,0,0,5,3,4,6,3,6,6,8,1,1,2,0,0,2,4,2,S001;S002;S004;S008;S010;S013;S014;S015,S003;S005;S011,S006;S007;S009;S012
3,"1,2,4,7|3,5,9|6,8",False,False,14,6,9,5.343748121918763,0.2604732484044166,0.23609062226528507,1.903827800082751,,0,0,0,5,3,4,6,3,6,6,10,1,1,2,0,0,2,4,4,S001;S002;S004;S008;S013;S015,S003;S005;S010;S011;S014,S006;S007;S009;S012
3,"1,2,4,7|3,5|6,8,9",False,False,14,6,8,4.314844755198342,0.3069983354227335,0.3133778601199523,2.249361935438277,,0,0,0,5,3,4,6,3,6,6,10,1,1,2,0,0,2,4,4,S001;S002;S004;S008;S013;S015,S003;S005;S011,S006;S007;S009;S010;S012;S014
3,"1,2,4,8,9|3,5,7|6",False,False,11,5,5,2.471128252989341,0.5403749318551049,0.5287810048321607,5.019515505997059,,0,0,0,4,3,5,6,3,7,5,7,0,1,3,0,0,3,3,1,S001;S002;S004;S009;S010;S012;S013;S014,S003;S005;S008;S011;S015,S006;S007
